OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
608,4,4058900,1686733,1417681,84.05,5145,3110,60.45,CD Eligible,4058900
1936,4,4059200,401402,386111,96.19,1575,335,21.27,Ineligible,4059200
2268,4,4059300,1944474,1590171,81.78,3965,2145,54.1,CD Eligible,4059300
1937,4,4059400,577193,564858,97.86,1785,525,29.41,Ineligible,4059400
2266,4,4059501,1626113,808230,49.7,2035,960,47.17,Ineligible,4059501
989,4,4059502,1564699,795609,50.85,3020,2185,72.35,CD Eligible,4059502
1929,4,4059600,668275,544461,81.47,1305,570,43.68,Ineligible,4059600
1944,4,4059800,771785,610825,79.14,1800,925,51.39,CD Eligible,4059800
611,4,4059900,780832,590925,75.68,1195,615,51.46,CD Eligible,4059900
1931,4,4060000,515267,460778,89.43,1125,280,24.89,Ineligible,4060000
2267,4,4060100,899563,766917,85.25,2335,965,41.33,Ineligible,4060100
2255,4,4060300,917550,639820,69.73,2080,1025,49.28,Ineligible,4060300
612,4,4060600,574391,495200,86.21,1155,380,32.9,Ineligible,4060600
2156,4,4060701,8131,718,8.83,0,0,0,Ineligible,4060701
613,4,4060800,605782,504527,83.29,1570,525,33.44,Ineligible,4060800
614,4,4061000,476909,440347,92.33,1555,275,17.68,Ineligible,4061000
615,4,4061200,590320,582582,98.69,2075,465,22.41,Ineligible,4061200
2157,4,4061301,5234509,1971434,37.66,5445,3365,61.8,Ineligible,4061301
616,4,4061302,7489,0,0,0,0,0,Ineligible,4061302
617,4,4061400,546864,414902,75.87,1430,220,15.38,Ineligible,4061400
2176,4,4061601,834765,815647,97.71,2530,985,38.93,Ineligible,4061601
2177,4,4061602,778924,488766,62.75,1050,390,37.14,Ineligible,4061602
618,4,4061800,842385,656295,77.91,1725,665,38.55,Ineligible,4061800
1999,4,4061900,1480557,1050784,70.97,3400,935,27.5,Ineligible,4061900
2222,4,4062000,672351,662563,98.54,1490,505,33.89,Ineligible,4062000
856,4,4062100,1671687,1015835,60.77,2700,1825,67.59,CD Eligible,4062100
1932,4,4062200,836722,753098,90.01,2130,590,27.7,Ineligible,4062200
619,4,4062300,880041,750287,85.26,2265,905,39.96,Ineligible,4062300
821,4,4062400,3459,12,0.36,0,0,0,Ineligible,4062400
620,4,4062500,1244602,929493,74.68,2475,1205,48.69,Ineligible,4062500
621,4,4062600,1127073,916848,81.35,2620,1115,42.56,Ineligible,4062600
622,4,4062700,1167472,1074027,92,2855,1345,47.11,Ineligible,4062700
623,4,4062900,1465898,1107398,75.54,3145,1360,43.24,Ineligible,4062900
2223,4,4063000,724158,657115,90.74,1470,275,18.71,Ineligible,4063000
624,4,4063200,1129217,830426,73.54,2440,700,28.69,Ineligible,4063200
1794,4,4063301,878277,583244,66.41,1610,720,44.72,Ineligible,4063301
1884,4,4063302,759964,641663,84.43,1525,445,29.18,Ineligible,4063302
855,4,4063500,1208391,1103574,91.33,2500,1450,58,CD Eligible,4063500
858,4,4063700,4208362,1407645,33.45,3295,1240,37.63,Ineligible,4063700
1959,4,4063800,1431403,1204682,84.16,3345,1045,31.24,Ineligible,4063800
862,4,4063900,1244111,1122153,90.2,2970,1230,41.41,Ineligible,4063900
626,4,4064101,1086378,1082769,99.67,2290,1235,53.93,CD Eligible,4064101
825,4,4065501,1000,0,0,0,0,0,Ineligible,4065501
2110,4,4064102,178411,118678,66.52,0,0,0,Ineligible,4064102
2111,4,4064500,1494981,799007,53.45,1875,1060,56.53,CD Eligible,4064500
627,4,4064600,1236329,1140593,92.26,3160,1250,39.56,Ineligible,4064600
628,4,4065000,1138597,1123027,98.63,2800,995,35.54,Ineligible,4065000
629,4,4065401,1212635,975119,80.41,3725,1595,42.82,Ineligible,4065401
630,4,4065402,14896,0,0,25,0,0,Ineligible,4065402
631,4,4065600,1786199,1665211,93.23,4895,1560,31.87,Ineligible,4065600
632,4,4065702,975843,757524,77.63,1490,740,49.66,Ineligible,4065702
633,4,4065703,1390862,1183820,85.11,3015,1000,33.17,Ineligible,4065703
850,4,4065900,943269,762707,80.86,1940,630,32.47,Ineligible,4065900
635,4,4066000,1278909,1130399,88.39,3395,1220,35.94,Ineligible,4066000
838,4,4066100,805116,686510,85.27,1640,505,30.79,Ineligible,4066100
636,4,4066301,1425615,1203373,84.41,2840,775,27.29,Ineligible,4066301
637,4,4066302,4182,0,0,0,0,0,Ineligible,4066302
638,4,4066402,1311780,1203738,91.76,2935,875,29.81,Ineligible,4066402
839,4,4066401,746990,559815,74.94,1400,515,36.79,Ineligible,4066401
733,4,4116100,2417734,1526726,63.15,3700,3015,81.49,CD Eligible,4116100
639,4,4066403,1722178,1392663,80.87,5695,2465,43.28,Ineligible,4066403
1873,4,4066404,526920,785,0.15,0,0,0,Ineligible,4066404
851,4,4066501,1884967,1495900,79.36,3940,1165,29.57,Ineligible,4066501
640,4,4066701,1278136,1118790,87.53,3045,1070,35.14,Ineligible,4066701
834,4,4066900,1013880,807594,79.65,1690,725,42.9,Ineligible,4066900
641,4,4067100,1046352,975220,93.2,2515,685,27.24,Ineligible,4067100
642,4,4067700,895589,851909,95.12,1820,600,32.97,Ineligible,4067700
1941,4,4067900,1891354,1476876,78.09,3980,2650,66.58,CD Eligible,4067900
1729,4,4068000,1782384,1685024,94.54,5210,2170,41.65,Ineligible,4068000
643,4,4068200,569872,435054,76.34,970,395,40.72,Ineligible,4068200
644,4,4068300,4621642,1673867,36.22,3975,2520,63.4,Ineligible,4068300
2204,4,4068700,2057627,1821567,88.53,4005,2420,60.42,CD Eligible,4068700
2005,4,4069000,1382094,1067807,77.26,3735,1855,49.67,Ineligible,4069000
645,4,4069300,1632686,1281447,78.49,2790,1485,53.23,CD Eligible,4069300
2006,4,4069400,1303023,1132778,86.93,3335,1450,43.48,Ineligible,4069400
646,4,4069500,1273510,1100523,86.42,2245,1055,46.99,Ineligible,4069500
647,4,4069701,2080245,1887489,90.73,4065,1510,37.15,Ineligible,4069701
1942,4,4069702,2124978,1772614,83.42,3625,1470,40.55,Ineligible,4069702
1938,4,4070300,1077318,926809,86.03,2130,975,45.77,Ineligible,4070300
648,4,4070700,1266888,1162589,91.77,2530,740,29.25,Ineligible,4070700
1930,4,4070900,1256911,1164044,92.61,2990,1060,35.45,Ineligible,4070900
2183,4,4071100,4048040,2998047,74.06,6085,2060,33.85,Ineligible,4071100
649,4,4071303,3010999,2797388,92.91,5395,1650,30.58,Ineligible,4071303
650,4,4071304,4030760,3436490,85.26,5745,2490,43.34,Ineligible,4071304
2184,4,4071305,3230043,2731969,84.58,5195,1635,31.47,Ineligible,4071305
983,4,4071306,3232928,2992767,92.57,6670,2340,35.08,Ineligible,4071306
2019,4,4071600,17189087,0,0,0,0,0,Ineligible,4071600
651,4,4071701,4997501,2925564,58.54,4840,2965,61.26,CD Eligible,4071701
953,4,4071702,3692078,2042422,55.32,4020,1950,48.51,Ineligible,4071702
652,4,4071900,1136962,1013408,89.13,2525,1535,60.79,CD Eligible,4071900
653,4,4072100,2689749,2274741,84.57,4480,1950,43.53,Ineligible,4072100
655,4,4072300,1848660,1717228,92.89,2040,465,22.79,Ineligible,4072300
656,4,4072900,900737,668176,74.18,1335,275,20.6,Ineligible,4072900
843,4,4073100,842106,722034,85.74,1535,495,32.25,Ineligible,4073100
657,4,4073700,2044867,1416439,69.27,2045,720,35.21,Ineligible,4073700
658,4,4073900,3630045,3349642,92.28,5380,1460,27.14,Ineligible,4073900
659,4,4074100,1868715,1758151,94.08,3055,1200,39.28,Ineligible,4074100
734,4,4116301,2394671,1811884,75.66,3960,3150,79.55,CD Eligible,4116301
660,4,4074300,2079024,1809440,87.03,4080,2435,59.68,CD Eligible,4074300
661,4,4074500,2155389,1779352,82.55,4105,2345,57.13,CD Eligible,4074500
662,4,4074700,1681956,1371689,81.55,3360,1155,34.38,Ineligible,4074700
844,4,4074900,1402804,1362787,97.15,1440,250,17.36,Ineligible,4074900
664,4,4075701,3932227,2721584,69.21,4700,1110,23.62,Ineligible,4075701
665,4,4075702,3519221,2933099,83.35,5225,1435,27.46,Ineligible,4075702
976,4,4076901,2697020,2560146,94.92,4080,1600,39.22,Ineligible,4076901
977,4,4076902,1042392,864663,82.95,1160,440,37.93,Ineligible,4076902
890,4,4116302,1286913,1130755,87.87,4200,3380,80.48,CD Eligible,4116302
1914,4,4077300,1912446,1374870,71.89,2050,710,34.63,Ineligible,4077300
859,4,4077500,1499231,1307782,87.23,2210,730,33.03,Ineligible,4077500
666,4,4077902,2795663,2357381,84.32,4640,1925,41.49,Ineligible,4077902
667,4,4077903,1313011,1204739,91.75,3225,1210,37.52,Ineligible,4077903
668,4,4077904,2732681,2364596,86.53,5705,2270,39.79,Ineligible,4077904
1897,4,4077905,1339658,1188951,88.75,2730,1295,47.44,Ineligible,4077905
2235,4,4103201,2376797,2148118,90.38,5975,4265,71.38,CD Eligible,4103201
669,4,4077906,1838030,1486732,80.89,3545,2040,57.55,CD Eligible,4077906
670,4,4077907,1317165,1057578,80.29,3590,2685,74.79,CD Eligible,4077907
663,4,4077908,1803725,1400622,77.65,2800,1885,67.32,CD Eligible,4077908
634,4,4078800,657322,553714,84.24,1935,435,22.48,Ineligible,4078800
672,4,4079000,936000,798107,85.27,2510,1155,46.02,Ineligible,4079000
673,4,4079200,1853801,775406,41.83,2435,1140,46.82,Ineligible,4079200
674,4,4079300,160529,24628,15.34,0,0,0,Ineligible,4079300
675,4,4079701,3217100,2740509,85.19,6665,4605,69.09,CD Eligible,4079701
694,4,4087100,7383812,1489380,20.17,2840,2180,76.76,Ineligible,4087100
676,4,4079702,2090239,1694607,81.07,4260,3445,80.87,CD Eligible,4079702
677,4,4079900,2192012,1232782,56.24,3215,2175,67.65,CD Eligible,4079900
678,4,4080301,1633603,1390876,85.14,3805,3020,79.37,CD Eligible,4080301
679,4,4080302,1396090,1264060,90.54,3315,2165,65.31,CD Eligible,4080302
799,4,4080900,6262136,2705441,43.2,6505,3340,51.35,Ineligible,4080900
730,4,4114100,1572419,1328184,84.47,2360,830,35.17,Ineligible,4114100
1921,4,4081400,1159263,1062132,91.62,4485,2115,47.16,Ineligible,4081400
680,4,4081800,1212005,1065578,87.92,4075,2740,67.24,CD Eligible,4081800
681,4,4083700,2224117,1831753,82.36,5390,3240,60.11,CD Eligible,4083700
682,4,4083800,1753091,1662290,94.82,4990,2015,40.38,Ineligible,4083800
683,4,4084000,2445067,1912512,78.22,6145,2780,45.24,Ineligible,4084000
684,4,4084500,2239508,1888154,84.31,4990,3580,71.74,CD Eligible,4084500
686,4,4084601,1038582,1012791,97.52,2945,1280,43.46,Ineligible,4084601
693,4,4086900,5810543,1096223,18.87,1640,1360,82.93,Ineligible,4086900
2020,4,4084602,1054632,282655,26.8,770,380,49.35,Ineligible,4084602
687,4,4084901,2408604,1098787,45.62,2855,2295,80.39,Ineligible,4084901
688,4,4084902,2360407,1494087,63.3,4390,2905,66.17,CD Eligible,4084902
873,4,4085300,4105124,2232118,54.37,5620,3910,69.57,CD Eligible,4085300
881,4,4085500,2781287,2379649,85.56,6855,5945,86.73,CD Eligible,4085500
689,4,4085700,2702624,1931807,71.48,4765,3460,72.61,CD Eligible,4085700
690,4,4085900,2269962,2052061,90.4,5350,3420,63.93,CD Eligible,4085900
1919,4,4086100,1307526,1032749,78.98,2120,1410,66.51,CD Eligible,4086100
882,4,4086300,2812938,2441711,86.8,6695,5230,78.12,CD Eligible,4086300
691,4,4086400,4455635,765600,17.18,2645,1070,40.45,Ineligible,4086400
692,4,4086500,2911768,1964721,67.48,4255,3300,77.56,CD Eligible,4086500
1763,4,4088400,4082683,3336575,81.73,8425,3120,37.03,Ineligible,4088400
696,4,4088902,3291600,2686292,81.61,5190,3935,75.82,CD Eligible,4088902
697,4,4088903,2131196,1746219,81.94,4770,3070,64.36,CD Eligible,4088903
1761,4,4089201,5890905,4254338,72.22,7785,2190,28.13,Ineligible,4089201
698,4,4089202,0,0,0,0,0,0,Ineligible,4089202
797,4,4094201,2211857,1573639,71.15,2795,1510,54.03,CD Eligible,4094201
893,4,4090700,5138846,479909,9.34,1390,905,65.11,Ineligible,4090700
699,4,4091602,37038,0,0,0,0,0,Ineligible,4091602
700,4,4091603,2294614,2032464,88.58,3515,1115,31.72,Ineligible,4091603
702,4,4091604,12641536,377536,2.99,0,0,0,Ineligible,4091604
2037,4,4091800,81971,22154,27.03,10,10,100,Ineligible,4091800
731,4,4114700,1039165,996833,95.93,1840,825,44.84,Ineligible,4114700
894,4,4091900,2678247,1705765,63.69,4920,2840,57.72,CD Eligible,4091900
2049,4,4092200,1796036,1700823,94.7,1995,345,17.29,Ineligible,4092200
703,4,4092500,1938721,1177782,60.75,3195,2480,77.62,CD Eligible,4092500
704,4,4092800,2441962,2116972,86.69,3730,705,18.9,Ineligible,4092800
2088,4,4094202,2484674,1866388,75.12,5415,4345,80.24,CD Eligible,4094202
2089,4,4094203,3154283,2966418,94.04,6295,3655,58.06,CD Eligible,4094203
2071,4,4092900,4567996,2658577,58.2,6985,4365,62.49,CD Eligible,4092900
705,4,4093401,2204683,1830859,83.04,3560,1175,33.01,Ineligible,4093401
706,4,4093402,2134013,1816933,85.14,4125,1710,41.45,Ineligible,4093402
707,4,4093800,3589789,2115774,58.94,4210,2710,64.37,CD Eligible,4093800
2075,4,4093900,2271253,2079388,91.55,5885,3170,53.87,CD Eligible,4093900
718,4,4115100,737476,709804,96.25,850,300,35.29,Ineligible,4115100
709,4,4094500,4887810,2360587,48.3,3645,1835,50.34,Ineligible,4094500
710,4,4094700,1518542,825984,54.39,2090,1360,65.07,CD Eligible,4094700
2079,4,4095400,2752285,2223799,80.8,6050,3120,51.57,CD Eligible,4095400
854,4,4097300,1268417,1203333,94.87,1945,575,29.56,Ineligible,4097300
1952,4,4098100,2178255,1546493,71,2215,845,38.15,Ineligible,4098100
1954,4,4098700,2238989,1296045,57.89,2500,940,37.6,Ineligible,4098700
2080,4,4096400,2740696,2126856,77.6,6390,3060,47.89,Ineligible,4096400
2099,4,4097202,1098810,1060148,96.48,3280,2950,89.94,CD Eligible,4097202
711,4,4097204,2468494,1682144,68.14,3320,2605,78.46,CD Eligible,4097204
712,4,4097205,1411580,1408080,99.75,3520,3355,95.31,CD Eligible,4097205
716,4,4097206,1122844,892575,79.49,3330,2575,77.33,CD Eligible,4097206
717,4,4097207,152763,0,0,0,0,0,Ineligible,4097207
685,4,4115500,961967,834970,86.8,2370,1550,65.4,CD Eligible,4115500
1848,4,4099100,4931797,4684068,94.98,7255,3395,46.8,Ineligible,4099100
2100,4,4099200,1852950,1609649,86.87,4195,3095,73.78,CD Eligible,4099200
876,4,4099701,1472912,1397306,94.87,2735,850,31.08,Ineligible,4099701
715,4,4100803,1857415,1526341,82.18,3610,2865,79.36,CD Eligible,4100803
695,4,4115700,1761313,1441478,81.84,3010,1785,59.3,CD Eligible,4115700
2296,4,4099703,2844059,2369219,83.3,3480,825,23.71,Ineligible,4099703
708,4,4099704,5142044,4003209,77.85,6915,2655,38.39,Ineligible,4099704
2297,4,4099900,421996,0,0,0,0,0,Ineligible,4099900
714,4,4100801,1156327,934655,80.83,2710,915,33.76,Ineligible,4100801
2298,4,4099705,1568009,1348140,85.98,2790,820,29.39,Ineligible,4099705
713,4,4099801,3019968,2368184,78.42,8225,4800,58.36,CD Eligible,4099801
2083,4,4099802,2399407,2190483,91.29,6070,4825,79.49,CD Eligible,4099802
732,4,4115900,1857846,1605040,86.39,4050,2935,72.47,CD Eligible,4115900
719,4,4100804,1727710,1439061,83.29,4830,2570,53.21,CD Eligible,4100804
720,4,4101002,2717768,2319543,85.35,4760,2260,47.48,Ineligible,4101002
721,4,4101003,2039320,1390092,68.16,3970,2635,66.37,CD Eligible,4101003
722,4,4101004,3108826,2247061,72.28,6835,4400,64.37,CD Eligible,4101004
877,4,4101700,3276446,2782282,84.92,6175,2610,42.27,Ineligible,4101700
853,4,4102900,1726987,1451759,84.06,3470,1445,41.64,Ineligible,4102900
2237,4,4103202,4914740,3575548,72.75,8320,5485,65.93,CD Eligible,4103202
723,4,4103300,2037871,1906911,93.57,4740,2280,48.1,Ineligible,4103300
724,4,4103900,3017867,2696127,89.34,6065,3305,54.49,CD Eligible,4103900
701,4,4104700,3746942,3191187,85.17,6720,4170,62.05,CD Eligible,4104700
725,4,4105900,1990214,1792948,90.09,3840,1490,38.8,Ineligible,4105900
919,4,4107201,1426274,1208999,84.77,2250,875,38.89,Ineligible,4107201
920,4,4107202,7414,804,10.85,0,0,0,Ineligible,4107202
2247,4,4108500,1421826,1198646,84.3,2460,1390,56.5,CD Eligible,4108500
2248,4,4113900,1955465,1522318,77.85,3585,2070,57.74,CD Eligible,4113900
726,4,4109300,2465224,1877200,76.15,2765,830,30.02,Ineligible,4109300
727,4,4109700,1657968,984900,59.4,1655,555,33.53,Ineligible,4109700
728,4,4109900,1553047,1274950,82.09,3150,1705,54.13,CD Eligible,4109900
798,4,4111300,1657363,1474726,88.98,2630,775,29.47,Ineligible,4111300
829,4,4112300,1476051,907958,61.51,2075,760,36.63,Ineligible,4112300
830,4,4112900,1256482,1181715,94.05,2115,885,41.84,Ineligible,4112900
729,4,4113300,813114,735527,90.46,1500,410,27.33,Ineligible,4113300
891,4,4116700,1139330,662759,58.17,1890,1250,66.14,CD Eligible,4116700
735,4,4117100,2111330,1122544,53.17,2275,1455,63.96,CD Eligible,4117100
736,4,4117500,2799433,2318167,82.81,4705,2735,58.13,CD Eligible,4117500
737,4,4118100,924866,746625,80.73,1635,1135,69.42,CD Eligible,4118100
738,4,4118500,980706,798204,81.39,1920,1275,66.41,CD Eligible,4118500
739,4,4118700,948168,863341,91.05,2340,1750,74.79,CD Eligible,4118700
1898,4,4118900,891543,810109,90.87,1960,1275,65.05,CD Eligible,4118900
740,4,4119100,1409459,1137471,80.7,2830,1965,69.43,CD Eligible,4119100
741,4,4119300,1033055,905855,87.69,2105,1270,60.33,CD Eligible,4119300
742,4,4119500,606637,546948,90.16,1300,655,50.38,Ineligible,4119500
744,4,4119900,685372,657694,95.96,1475,700,47.46,Ineligible,4119900
1920,4,4120100,755797,591570,78.27,1495,1070,71.57,CD Eligible,4120100
745,4,4120300,648432,615980,95,1430,815,56.99,CD Eligible,4120300
746,4,4120500,1309793,968899,73.97,2560,1940,75.78,CD Eligible,4120500
747,4,4120701,1241677,1123099,90.45,3095,1465,47.33,Ineligible,4120701
748,4,4120702,9043,0,0,0,0,0,Ineligible,4120702
1903,4,4121100,9068,0,0,0,0,0,Ineligible,4121100
749,4,4121500,1731309,1369588,79.11,4460,2310,51.79,CD Eligible,4121500
750,4,4122300,1777574,1487008,83.65,3510,1795,51.14,CD Eligible,4122300
800,4,4122702,3306045,2911716,88.07,6510,4805,73.81,CD Eligible,4122702
752,4,4122703,3261258,2866344,87.89,6525,3565,54.64,CD Eligible,4122703
753,4,4122704,2018901,1575541,78.04,4925,3840,77.97,CD Eligible,4122704
754,4,4124100,1782163,1614434,90.59,4085,1770,43.33,Ineligible,4124100
755,4,4124700,1814431,1621388,89.36,3490,1735,49.71,Ineligible,4124700
1025,5,5004003,1870902,1749325,93.5,3250,3005,92.46,CD Eligible,5004003
801,4,4125700,1619340,1072858,66.25,3115,1940,62.28,CD Eligible,4125700
756,4,4126500,831775,564672,67.89,1695,660,38.94,Ineligible,4126500
802,4,4126700,7054499,1512868,21.45,2600,1355,52.12,Ineligible,4126700
1807,4,4127700,3286136,2661833,81,3120,620,19.87,Ineligible,4127700
1924,4,4130100,2673264,1905213,71.27,3965,1650,41.61,Ineligible,4130100
822,4,4133300,2048095,1913642,93.44,3860,1575,40.8,Ineligible,4133300
758,4,4133900,720722,644275,89.39,1280,265,20.7,Ineligible,4133900
2000,4,4128300,19850,0,0,0,0,0,Ineligible,4128300
2001,4,4129102,2256627,2121085,93.99,3950,980,24.81,Ineligible,4129102
978,4,4129103,2502796,2227404,89,4100,1440,35.12,Ineligible,4129103
757,4,4129104,2257248,1976253,87.55,4100,1755,42.8,Ineligible,4129104
773,4,4145101,959837,578914,60.31,1065,510,47.89,Ineligible,4145101
760,4,4134100,1824113,1430210,78.41,3570,1635,45.8,Ineligible,4134100
761,4,4134701,2651542,2072982,78.18,5300,3065,57.83,CD Eligible,4134701
762,4,4134702,2453422,1804388,73.55,4895,2345,47.91,Ineligible,4134702
763,4,4136700,3212201,2560620,79.72,6045,2610,43.18,Ineligible,4136700
764,4,4137700,2838955,2590125,91.24,7300,3220,44.11,Ineligible,4137700
768,4,4140901,507711,420010,82.73,1075,470,43.72,Ineligible,4140901
766,4,4138501,3955290,2070745,52.35,4310,1875,43.5,Ineligible,4138501
1810,4,4138502,27803,747,2.69,0,0,0,Ineligible,4138502
803,4,4139900,964427,830640,86.13,1575,450,28.57,Ineligible,4139900
767,4,4140300,1079225,988743,91.62,2510,1205,48.01,Ineligible,4140300
769,4,4140902,1321557,1179298,89.24,2635,1295,49.15,Ineligible,4140902
1904,4,4141700,2743369,1968685,71.76,4850,2840,58.56,CD Eligible,4141700
770,4,4142900,1808731,1656179,91.57,3945,1765,44.74,Ineligible,4142900
805,4,4143500,1056451,983344,93.08,2350,670,28.51,Ineligible,4143500
771,4,4144100,1319805,1273247,96.47,2785,1075,38.6,Ineligible,4144100
772,4,4144700,1720788,1073800,62.4,3290,1710,51.98,CD Eligible,4144700
774,4,4145102,1031542,952468,92.33,2670,1265,47.38,Ineligible,4145102
775,4,4145900,1387201,1198360,86.39,2755,960,34.85,Ineligible,4145900
776,4,4146300,1565563,1040739,66.48,2505,985,39.32,Ineligible,4146300
777,4,4146700,1959001,1276114,65.14,2610,860,32.95,Ineligible,4146700
778,4,4147100,2067398,1555584,75.24,3390,1220,35.99,Ineligible,4147100
2152,4,4147900,2668128,2195004,82.27,4205,1625,38.64,Ineligible,4147900
784,4,4148300,2612236,2418194,92.57,2975,715,24.03,Ineligible,4148300
1018,5,5000900,1379087,898891,65.18,1875,1130,60.27,CD Eligible,5000900
2153,4,4150701,2346047,1956410,83.39,2965,640,21.59,Ineligible,4150701
780,4,4150702,2657663,2008482,75.57,2900,935,32.24,Ineligible,4150702
1813,4,4152901,3769545,2904928,77.06,6200,3210,51.77,CD Eligible,4152901
781,4,4152902,3156177,2566253,81.31,5895,1940,32.91,Ineligible,4152902
782,4,4155101,3750867,2690565,71.73,2250,920,40.89,Ineligible,4155101
783,4,4155103,2297758,2025185,88.14,5150,1605,31.17,Ineligible,4155103
785,4,4155104,3846583,1137877,29.58,2970,860,28.96,Ineligible,4155104
1949,4,4156700,2418950,255149,10.55,1060,550,51.89,Ineligible,4156700
1021,5,5002700,1533285,454198,29.62,1120,960,85.71,Ineligible,5002700
996,4,4157101,3138011,2876982,91.68,8440,2310,27.37,Ineligible,4157101
997,4,4157102,690658,667847,96.7,2080,735,35.34,Ineligible,4157102
806,4,4157901,2328971,2214746,95.1,5390,1785,33.12,Ineligible,4157901
786,4,4157902,2114573,1552801,73.43,4325,2090,48.32,Ineligible,4157902
807,4,4157903,1919162,1725757,89.92,4040,1430,35.4,Ineligible,4157903
875,4,4161700,2310178,1808766,78.3,4585,1345,29.33,Ineligible,4161700
1024,5,5004002,1450286,1182743,81.55,2290,925,40.39,Ineligible,5004002
1950,4,4162100,2570192,2285205,88.91,6395,2740,42.85,Ineligible,4162100
2066,4,4990100,0,0,0,0,0,0,Ineligible,4990100
1014,5,5000300,3665969,1200581,32.75,2010,1080,53.73,Ineligible,5000300
1016,5,5000600,2443753,1457392,59.64,2295,1335,58.17,CD Eligible,5000600
1017,5,5000700,3138025,2276747,72.55,4305,2890,67.13,CD Eligible,5000700
2245,5,5000800,3022239,2253645,74.57,5555,2910,52.39,CD Eligible,5000800
1019,5,5001100,2148455,1546273,71.97,3005,2080,69.22,CD Eligible,5001100
1020,5,5001700,868230,776778,89.47,1285,750,58.37,CD Eligible,5001700
1852,5,5001800,238400,422,0.18,615,430,69.92,Ineligible,5001800
2246,5,5002001,1154027,1112242,96.38,2900,1235,42.59,Ineligible,5002001
1855,5,5002002,1774044,1333736,75.18,3090,1350,43.69,Ineligible,5002002
2064,5,5002100,4085185,2069919,50.67,4815,2800,58.15,CD Eligible,5002100
1022,5,5002900,2380533,1882776,79.09,4870,3790,77.82,CD Eligible,5002900
2318,5,5003300,2171471,1880401,86.6,3600,1550,43.06,Ineligible,5003300
2050,5,5003600,1050850,945401,89.97,2965,1390,46.88,Ineligible,5003600
2317,5,5003900,1463090,1234824,84.4,2035,1025,50.37,Ineligible,5003900
1015,5,5004001,1057761,946860,89.52,2975,1630,54.79,CD Eligible,5004001
1026,5,5004004,1203620,965869,80.25,3860,1625,42.1,Ineligible,5004004
2319,5,5004700,2212860,1220376,55.15,2195,775,35.31,Ineligible,5004700
1027,5,5005000,2482545,1984972,79.96,4045,2125,52.53,CD Eligible,5005000
1769,5,5005901,1717818,1585434,92.29,3180,1575,49.53,Ineligible,5005901
1991,5,5005902,8485,0,0,0,0,0,Ineligible,5005902
2003,5,5006400,2054228,1529588,74.46,3300,2010,60.91,CD Eligible,5006400
1028,5,5006700,2458857,1564450,63.63,2405,570,23.7,Ineligible,5006700
1029,5,5007001,1444323,1090132,75.48,3080,1495,48.54,Ineligible,5007001
2004,5,5007002,3765558,2154101,57.21,5835,1950,33.42,Ineligible,5007002
1030,5,5007400,1992330,1735929,87.13,4450,2170,48.76,Ineligible,5007400
1827,5,5007500,1726109,1329669,77.03,4100,2420,59.02,CD Eligible,5007500
1828,5,5007700,701848,612106,87.21,1625,910,56,CD Eligible,5007700
1031,5,5008100,2691151,1964432,73,3935,2000,50.83,Ineligible,5008100
1032,5,5009601,2303000,1770444,76.88,4340,1395,32.14,Ineligible,5009601
1033,5,5009602,2073201,1669233,80.51,3180,1470,46.23,Ineligible,5009602
1034,5,5009701,1964691,1729090,88.01,4330,1645,37.99,Ineligible,5009701
1035,5,5009702,254392,1232,0.48,0,0,0,Ineligible,5009702
1036,5,5010500,2765960,2052721,74.21,4385,1975,45.04,Ineligible,5010500
1037,5,5011201,3072387,2326725,75.73,5910,2540,42.98,Ineligible,5011201
1038,5,5011203,3391015,2647934,78.09,6220,3730,59.97,CD Eligible,5011203
1863,5,5011204,473278,3269,0.69,235,215,91.49,Ineligible,5011204
1039,5,5011401,1483755,1295847,87.34,2950,1520,51.53,CD Eligible,5011401
1040,5,5011402,1769722,1551771,87.68,3520,1400,39.77,Ineligible,5011402
1041,5,5012100,2054978,1753500,85.33,2905,645,22.2,Ineligible,5012100
1043,5,5012200,2448951,1884425,76.95,4000,1880,47,Ineligible,5012200
1831,5,5012500,1586828,1210305,76.27,3100,1325,42.74,Ineligible,5012500
1864,5,5012804,2644119,1810959,68.49,4090,1655,40.46,Ineligible,5012804
1044,5,5012805,1079357,1054998,97.74,2460,800,32.52,Ineligible,5012805
1045,5,5012806,3094963,2754957,89.01,5300,3510,66.23,CD Eligible,5012806
1792,5,5013201,1223980,822438,67.19,1335,365,27.34,Ineligible,5013201
1790,5,5013203,3605660,2687422,74.53,5965,1905,31.94,Ineligible,5013203
1791,5,5013204,2624996,2369493,90.27,4795,1940,40.46,Ineligible,5013204
1046,5,5013301,572565,559873,97.78,1065,985,92.49,CD Eligible,5013301
2043,5,5027706,2214215,1361903,61.51,3745,1560,41.66,Ineligible,5027706
1049,5,5013302,2332930,1149234,49.26,3295,2140,64.95,Ineligible,5013302
1050,5,5013400,2486846,1886753,75.87,4125,1850,44.85,Ineligible,5013400
1795,5,5013800,3987674,3562345,89.33,6545,2285,34.91,Ineligible,5013800
1830,5,5014100,1195500,992464,83.02,2550,1465,57.45,CD Eligible,5014100
1767,5,5014604,3669629,3134086,85.41,7035,1990,28.29,Ineligible,5014604
